action|action_type|disaster_type_title|disaster_type_detail|doc_page|doc_path|doc_title|doc_publisher|date_added|context_geography|context_usertype|notes
Identify species and/or ecosystems most likely to be most impacted by projected changes in climate;|risk mitigation|general|general|15|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Build an understanding of why these species and/or ecosystems are vulnerable, including the interaction between climate change, non-climatic stressors, and cumulative impacts;|risk mitigation|general|general|15|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Assess the efficacy of previous coping strategies in the context of historic and current changes in climate;|risk mitigation|general|general|15|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Identify and target adaptation measures to systems with the greatest vulnerabilty.|risk mitigation|general|general|15|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Define the study area and identify environmental themes (ie., ecological, social, and economic) and indicators|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Build the team and engage experts, stakeholders, and partners|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Describe the system�s current sensitivity and exposure to climate and non-climatic stresses|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Describe the degree of adaptive capacity of the system|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Develop and apply future climate scenarios|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Consider anticipated non-climatic stresses (e.g., human population growth, land use)|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Identify and describe future impacts|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Determine future vulnerability and categorize uncertainty|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Describe the likelihood and consequences of vulnerabilities through socio-economic, political, and environmental evaluations|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Determine areas at highest risk|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Communicate initial findings to key organizations|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Based on the risk analysis, determine potential adaptation options|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Prioritize adaptation options considering economic feasibility, social acceptability, ecological suitability, and technical and institutional feasibility (e.g., barriers and opportunities)|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
Determine highest priority adaptation actions for implementation|risk mitigation|general|general|19|Actions\A Practitioners Guide to ClimateChange Adaptation in Ontario's Ecosystems Ver 1 2011.pdf|A Practitioner�s Guide to Climate Change Adaptation in Ontario�s Ecosystems|Ontario Centre for Climate Impacts and Adaptation Resources|2019-10-10|any|trusted authorities, communities|
